City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
234,Lyambir,RU,2021-12-06 17:41:21,54.2817,45.1249,25.48,92,99,6.11,overcast clouds
235,Visby,SE,2021-12-06 17:41:21,57.6409,18.296,21.42,93,75,3.44,broken clouds
236,Sakakah,SA,2021-12-06 17:41:22,29.9697,40.2064,62.17,35,28,8.43,scattered clouds
237,Monterey,US,2021-12-06 17:41:22,36.2505,-121.2516,55.11,35,72,1.48,broken clouds
238,Jumla,NP,2021-12-06 17:41:22,29.2747,82.1838,40.41,84,94,3.04,overcast clouds
239,Dawlatabad,AF,2021-12-06 17:41:23,36.4141,64.9053,53.92,46,100,5.68,overcast clouds
240,Filadelfia,US,2021-12-06 17:39:03,39.9523,-75.1638,64.11,78,75,8.99,broken clouds
241,Jiwani,PK,2021-12-06 17:41:23,25.05,61.7417,75.56,54,0,7.56,clear sky
242,Pemangkat,ID,2021-12-06 17:34:13,1.1667,108.9667,78.91,83,100,4.74,light rain
243,Abu Samrah,SY,2021-12-06 17:41:23,35.3029,37.1841,55.06,47,33,8.23,scattered clouds
244,Whitehaven,GB,2021-12-06 17:41:24,54.549,-3.5841,40.66,87,59,23.15,broken clouds
245,Itarema,BR,2021-12-06 17:34:42,-2.9248,-39.9167,87.01,62,72,20.62,broken clouds
246,Kabanjahe,ID,2021-12-06 17:41:24,3.1001,98.4908,64.35,94,91,0.92,overcast clouds
247,Vestmanna,FO,2021-12-06 17:35:12,62.1564,-7.1664,41.92,81,90,23.02,overcast clouds
248,Grand Gaube,MU,2021-12-06 17:35:36,-20.0064,57.6608,79.38,69,0,5.99,clear sky
249,Ereymentau,KZ,2021-12-06 17:41:25,51.6199,73.1033,29.97,91,100,15.77,overcast clouds
250,Cabo San Lucas,MX,2021-12-06 17:39:26,22.8909,-109.9124,81.05,61,20,6.91,few clouds
251,Soke,ML,2021-12-06 17:41:25,13.598,-5.9386,84.92,11,19,9.1,few clouds
252,Berlevag,NO,2021-12-06 17:41:25,70.8578,29.0864,28.4,93,75,14.97,light shower snow
253,Mayma,RU,2021-12-06 17:41:26,52.0197,85.9114,23.27,86,99,4.7,overcast clouds
254,Okitipupa,NG,2021-12-06 17:41:26,6.5047,4.7839,80.58,81,100,5.28,overcast clouds
255,Tukrah,LY,2021-12-06 17:41:26,32.5341,20.5791,62.44,44,0,21.47,clear sky
256,Mnogovershinnyy,RU,2021-12-06 17:41:27,53.9353,139.9242,13.77,92,96,21.79,light snow
257,Kiruna,SE,2021-12-06 17:41:08,67.8557,20.2251,-28.28,99,28,2.24,scattered clouds
258,Ignacio De La Llave,MX,2021-12-06 17:41:27,18.7167,-95.9833,83.19,66,7,3.91,clear sky
259,Sussex,US,2021-12-06 17:41:28,41.1834,-74.6663,57.36,82,90,8.05,overcast clouds
260,Asau,RO,2021-12-06 17:41:28,46.4333,26.4,36.39,85,93,3.87,overcast clouds
261,Hami,CN,2021-12-06 17:41:28,42.8,93.45,29.73,56,91,8.68,overcast clouds
262,Satuba,BR,2021-12-06 17:41:29,-9.5633,-35.8244,88.61,55,75,14.97,broken clouds
263,Zarate,AR,2021-12-06 17:41:29,-34.0981,-59.0286,81.82,35,2,10.96,clear sky
264,Mandalgovi,MN,2021-12-06 17:33:52,45.7625,106.2708,21.47,36,86,7.87,overcast clouds
265,Rawson,AR,2021-12-06 17:41:29,-43.3002,-65.1023,77.49,40,5,12.39,clear sky
266,Springbok,ZA,2021-12-06 17:41:30,-29.6643,17.8865,64.47,60,9,9.46,clear sky
267,Kloulklubed,PW,2021-12-06 17:35:14,7.0419,134.2556,81.1,79,100,8.93,overcast clouds
268,Luderitz,NA,2021-12-06 17:41:30,-26.6481,15.1594,67.95,67,0,25.26,clear sky
269,Sambava,MG,2021-12-06 17:41:31,-14.2667,50.1667,76.44,84,12,9.33,moderate rain
270,Hualmay,PE,2021-12-06 17:35:10,-11.0964,-77.6139,71.53,73,100,10.2,overcast clouds
271,Zaraza,VE,2021-12-06 17:41:31,9.3503,-65.3245,95.9,31,47,7.14,scattered clouds
272,Tulum,MX,2021-12-06 17:41:31,20.2167,-87.4667,84.92,69,21,7.34,few clouds
273,Axim,GH,2021-12-06 17:33:32,4.8699,-2.2405,80.89,79,49,9.84,light rain
274,Igrim,RU,2021-12-06 17:41:32,63.1906,64.4162,-10.44,93,28,5.37,scattered clouds
275,Jiuquan,CN,2021-12-06 17:41:32,39.7432,98.5174,25.99,51,79,5.57,broken clouds
276,Minab,IR,2021-12-06 17:36:02,27.1467,57.0801,72.9,63,32,3.8,scattered clouds
277,Vila Velha,BR,2021-12-06 17:41:32,-20.3297,-40.2925,80.55,84,75,11.99,broken clouds
278,Adrar,MR,2021-12-06 17:41:33,20.5022,-10.0711,70.47,12,99,11.27,overcast clouds
279,Brugelette,BE,2021-12-06 17:41:33,50.5958,3.8536,40.96,96,100,20.42,moderate rain
280,Helena,US,2021-12-06 17:39:36,46.5927,-112.0361,30.25,71,90,3.44,overcast clouds
281,Alofi,NU,2021-12-06 17:41:33,-19.0595,-169.9187,75.09,88,75,9.22,light intensity shower rain
282,Inyonga,TZ,2021-12-06 17:41:34,-6.7167,32.0667,65.41,91,99,5.46,light rain
283,Sitka,US,2021-12-06 17:41:34,57.0531,-135.33,28.29,86,75,4.61,broken clouds
284,Bilibino,RU,2021-12-06 17:41:35,68.0546,166.4372,-22.41,98,100,3.04,overcast clouds
285,Saint-Augustin,CA,2021-12-06 17:41:35,51.226,-58.6502,22.3,47,100,8.01,overcast clouds
286,Kem,RU,2021-12-06 17:41:35,64.9555,34.5793,2.26,99,44,3.53,scattered clouds
287,Bumba,CD,2021-12-06 17:41:36,2.1833,22.4667,77.34,77,83,2.42,light rain
288,Petropavlovsk-Kamchatskiy,RU,2021-12-06 17:41:36,53.0452,158.6483,28.99,100,90,4.47,light shower snow
289,Forestville,US,2021-12-06 17:41:36,38.8451,-76.875,67.51,68,20,27.63,few clouds
290,De-Kastri,RU,2021-12-06 17:41:37,51.4667,140.7833,17.91,68,10,14.23,clear sky
291,Auki,SB,2021-12-06 17:41:37,-8.7676,160.7034,77.59,90,100,6.24,overcast clouds
292,Lingao,CN,2021-12-06 17:41:37,19.9103,109.6859,61.68,63,13,5.95,few clouds
293,Zemio,CF,2021-12-06 17:41:38,5.0314,25.1361,82.67,36,99,2.57,overcast clouds
294,Sacramento,US,2021-12-06 17:37:35,38.4666,-121.3177,49.91,94,90,1.99,mist
295,Sorland,NO,2021-12-06 17:41:38,67.667,12.6934,26.46,64,3,13.24,clear sky
296,Lagoa,PT,2021-12-06 17:41:39,39.05,-27.9833,62.92,78,99,20.47,overcast clouds
297,Urusha,RU,2021-12-06 17:41:39,54.05,122.9,-4.07,96,9,2.33,clear sky
298,Katsuura,JP,2021-12-06 17:41:40,35.1333,140.3,53.71,83,89,11.79,overcast clouds
299,Tura,IN,2021-12-06 17:41:40,25.5198,90.2201,63.23,91,20,2.33,few clouds
300,Husavik,IS,2021-12-06 17:41:41,66.0449,-17.3389,31.91,88,95,9.6,overcast clouds
301,Newark,US,2021-12-06 17:40:06,40.7357,-74.1724,63.28,85,75,13.8,broken clouds
302,Huarmey,PE,2021-12-06 17:34:49,-10.0681,-78.1522,71.49,75,100,9.91,overcast clouds
303,Lukaya,UG,2021-12-06 17:41:41,-0.1489,31.8748,75.25,81,44,2.68,scattered clouds
304,Kaitangata,NZ,2021-12-06 17:41:41,-46.2817,169.8464,53.92,77,38,8.43,scattered clouds
305,Pedra Azul,BR,2021-12-06 17:41:42,-16.0053,-41.2972,75.33,80,64,2.37,broken clouds
306,Marawi,PH,2021-12-06 17:41:42,7.9986,124.2928,66.65,94,100,1.81,overcast clouds
307,Sabha,LY,2021-12-06 17:41:43,27.0377,14.4283,55.26,24,0,10.96,clear sky
308,Kingaroy,AU,2021-12-06 17:41:43,-26.5333,151.8333,62.64,100,95,3.44,overcast clouds
309,Ketchikan,US,2021-12-06 17:41:44,55.3422,-131.6461,19.87,93,20,0.0,few clouds
310,Port Blair,IN,2021-12-06 17:35:28,11.6667,92.75,77.56,68,38,11.36,scattered clouds
311,Sovetskaya Gavan,RU,2021-12-06 17:41:44,48.9723,140.2878,20.21,68,4,11.95,clear sky
312,Ukmerge,LT,2021-12-06 17:41:45,55.25,24.75,20.08,96,89,6.02,overcast clouds
313,Leningradskiy,RU,2021-12-06 17:34:16,69.3833,178.4167,-5.84,94,100,27.04,overcast clouds
314,Egvekinot,RU,2021-12-06 17:41:45,66.3167,-179.1667,4.35,93,100,7.2,overcast clouds
315,Nikel,RU,2021-12-06 17:41:46,69.4128,30.222,5.18,76,97,18.34,overcast clouds
316,Siderno,IT,2021-12-06 17:41:46,38.2779,16.302,52.18,72,49,12.68,scattered clouds
317,Lazaro Cardenas,MX,2021-12-06 17:41:46,17.9583,-102.2,84.97,56,86,3.15,overcast clouds
318,Masyaf,SY,2021-12-06 17:41:47,35.0653,36.3406,53.65,53,47,6.78,scattered clouds
319,Kapit,MY,2021-12-06 17:41:47,2.0167,112.9333,72.66,98,99,0.43,overcast clouds
320,Bingol,TR,2021-12-06 17:41:48,38.8847,40.4939,39.04,63,11,4.36,few clouds
321,Natal,BR,2021-12-06 17:41:48,-5.795,-35.2094,88.45,66,40,19.57,scattered clouds
322,Bayji,IQ,2021-12-06 17:41:48,34.9311,43.487,58.73,38,0,6.98,clear sky
323,Ocos,GT,2021-12-06 17:41:48,14.5094,-92.1933,91.9,64,9,5.7,clear sky
324,Saint-Philippe,RE,2021-12-06 17:41:49,-21.3585,55.7679,78.39,81,32,11.12,light rain
325,Opotiki,NZ,2021-12-06 17:41:49,-38.0833,177.2833,67.39,95,100,4.97,light rain
326,Cervo,ES,2021-12-06 17:41:49,43.6702,-7.4101,52.97,85,96,5.64,overcast clouds
327,Seymchan,RU,2021-12-06 17:41:50,62.8833,152.4333,-47.7,99,59,1.34,broken clouds
328,Ritchie,ZA,2021-12-06 17:41:50,-29.038,24.6028,74.41,28,0,9.31,clear sky
329,Flensburg,DE,2021-12-06 17:41:50,54.7833,9.4333,34.92,86,100,12.66,overcast clouds
330,Harper,LR,2021-12-06 17:41:51,4.375,-7.7169,80.44,79,97,7.05,light rain
331,Dongfeng,CN,2021-12-06 17:41:51,42.6403,125.5118,17.33,96,6,2.86,clear sky
332,Emerald,AU,2021-12-06 17:41:52,-23.5333,148.1667,70.99,69,90,11.5,overcast clouds
333,Namibe,AO,2021-12-06 17:41:52,-15.1961,12.1522,73.33,61,13,6.31,few clouds
334,Port-Gentil,GA,2021-12-06 17:41:53,-0.7193,8.7815,77.2,89,100,14.85,light rain
335,Lorengau,PG,2021-12-06 17:34:47,-2.0226,147.2712,78.73,90,100,6.62,overcast clouds
336,Coihaique,CL,2021-12-06 17:41:34,-45.5752,-72.0662,81.14,28,11,7.9,few clouds
337,Komsomolskiy,UZ,2021-12-06 17:41:53,40.4272,71.7189,36.82,80,75,6.91,mist
338,Maniitsoq,GL,2021-12-06 17:41:53,65.4167,-52.9,23.09,74,100,16.49,light snow
339,Cap-Aux-Meules,CA,2021-12-06 17:35:58,47.3821,-61.8597,28.45,93,90,8.05,snow
340,Kutum,SD,2021-12-06 17:41:54,14.2,24.6667,71.35,18,5,7.7,clear sky
341,Sao Paulo De Olivenca,BR,2021-12-06 17:41:54,-3.3783,-68.8725,72.5,99,100,3.38,light rain
342,Torata,PE,2021-12-06 17:41:54,-17.0769,-70.8433,70.92,39,89,10.85,overcast clouds
343,Show Low,US,2021-12-06 17:34:19,34.2542,-110.0298,59.07,26,1,0.0,clear sky
344,Pangnirtung,CA,2021-12-06 17:41:55,66.1451,-65.7125,12.2,79,75,14.97,broken clouds
345,Ocean Springs,US,2021-12-06 17:39:31,30.4113,-88.8278,79.5,83,99,10.96,overcast clouds
346,Elliot Lake,CA,2021-12-06 17:41:55,46.3834,-82.6331,33.89,89,97,14.41,light rain
347,Mabaruma,GY,2021-12-06 17:41:55,8.2,-59.7833,79.92,89,70,5.5,broken clouds
348,Santa Isabel,BR,2021-12-06 17:41:56,-23.3156,-46.2214,80.4,67,58,10.69,broken clouds
349,Santa Marta,CO,2021-12-06 17:41:56,11.2408,-74.199,87.85,70,40,4.61,scattered clouds
350,Sulechow,PL,2021-12-06 17:41:56,52.0836,15.6251,32.77,100,90,2.3,light snow
351,Port Hedland,AU,2021-12-06 17:34:30,-20.3167,118.5667,87.85,40,79,8.05,broken clouds
352,Quelimane,MZ,2021-12-06 17:41:57,-17.8786,36.8883,84.15,70,40,18.41,scattered clouds
353,Barcelos,PT,2021-12-06 17:41:57,41.5388,-8.6151,55.54,96,100,4.97,overcast clouds
354,Umm Kaddadah,SD,2021-12-06 17:41:57,13.6017,26.6876,72.86,18,3,12.97,clear sky
355,Matara,LK,2021-12-06 17:38:54,5.9485,80.5353,76.68,89,65,4.36,broken clouds
356,Jati,PK,2021-12-06 17:41:58,24.3539,68.2671,71.04,19,7,8.88,clear sky
357,Jaen,ES,2021-12-06 17:41:58,38.0,-3.5,45.43,73,2,2.13,clear sky
358,Arkhangelsk,RU,2021-12-06 17:41:59,64.5401,40.5433,19.51,85,90,8.95,light shower snow
359,Namatanai,PG,2021-12-06 17:41:59,-3.6667,152.4333,78.73,87,98,5.91,light rain
360,Porto Belo,BR,2021-12-06 17:41:59,-27.1578,-48.5531,75.15,81,94,9.04,overcast clouds
361,Bengkulu,ID,2021-12-06 17:34:19,-3.8004,102.2655,75.58,89,99,4.52,overcast clouds
362,Norman Wells,CA,2021-12-06 17:41:59,65.282,-126.8329,-14.76,70,75,4.61,broken clouds
363,Abeokuta,NG,2021-12-06 17:42:00,7.15,3.35,87.35,51,66,5.57,broken clouds
364,Bilma,NE,2021-12-06 17:42:00,18.6853,12.9164,72.14,15,4,7.63,clear sky
365,Burns Lake,CA,2021-12-06 17:42:01,54.2331,-125.7533,6.22,78,93,1.43,overcast clouds
366,Oriximina,BR,2021-12-06 17:42:01,-1.7656,-55.8661,88.79,57,83,3.18,broken clouds
367,Kattivakkam,IN,2021-12-06 17:32:03,13.2167,80.3167,82.08,88,4,6.62,clear sky
368,Birao,CF,2021-12-06 17:42:01,10.2849,22.7882,80.17,19,78,6.4,broken clouds
369,Ferme-Neuve,CA,2021-12-06 17:42:02,46.7001,-75.4493,37.18,99,100,10.83,overcast clouds
370,Johnstown,US,2021-12-06 17:41:14,40.3267,-78.922,57.52,90,90,12.66,light rain
371,Nizhniy Kuranakh,RU,2021-12-06 17:42:02,58.8353,125.4869,-1.82,86,99,7.52,overcast clouds
372,Kalemie,CD,2021-12-06 17:42:03,-5.9475,29.1947,72.64,80,100,1.1,light rain
373,Belyy Yar,RU,2021-12-06 17:42:03,53.6039,91.3903,17.85,89,100,2.24,smoke
374,Ixtapa,MX,2021-12-06 17:42:04,20.7,-105.2,78.03,53,90,3.44,overcast clouds
375,Makakilo City,US,2021-12-06 17:38:29,21.3469,-158.0858,77.32,87,90,13.8,moderate rain
376,Raudeberg,NO,2021-12-06 17:42:04,61.9875,5.1352,34.86,66,100,1.99,overcast clouds
377,Kushmurun,KZ,2021-12-06 17:42:05,52.4503,64.6311,18.09,96,90,4.79,overcast clouds
378,Karasjok,NO,2021-12-06 17:42:05,69.4719,25.5112,-2.09,87,94,6.24,overcast clouds
379,Mogadishu,SO,2021-12-06 17:38:33,2.0371,45.3438,79.86,76,47,15.57,scattered clouds
380,Colares,PT,2021-12-06 17:41:02,38.7992,-9.4469,61.32,79,75,1.01,broken clouds
381,Tara,RU,2021-12-06 17:42:06,56.8944,74.371,19.49,96,100,6.04,light snow
382,Kolyvan,RU,2021-12-06 17:42:06,55.3053,82.7391,24.06,93,100,11.41,overcast clouds
383,Acapulco,MX,2021-12-06 17:37:33,16.8634,-99.8901,87.62,55,1,3.44,clear sky
384,Tiksi,RU,2021-12-06 17:42:06,71.6872,128.8694,-27.76,95,98,8.16,overcast clouds
385,Rheinbach,DE,2021-12-06 17:42:07,50.6256,6.9491,39.49,82,100,4.0,overcast clouds
386,Beringovskiy,RU,2021-12-06 17:42:07,63.05,179.3167,-9.4,87,26,11.14,scattered clouds
387,Makasar,ID,2021-12-06 17:42:08,-5.14,119.4221,75.25,100,40,4.61,very heavy rain
388,Hithadhoo,MV,2021-12-06 17:42:08,-0.6,73.0833,81.18,80,59,15.43,broken clouds
389,Taganak,PH,2021-12-06 17:42:08,6.0833,118.3,78.94,73,51,12.39,broken clouds
390,Nishihara,JP,2021-12-06 17:42:09,26.1842,127.7558,67.28,88,20,5.75,few clouds
391,Karratha,AU,2021-12-06 17:35:19,-20.7377,116.8463,87.19,42,47,12.48,scattered clouds
392,Prince Rupert,CA,2021-12-06 17:34:14,54.3161,-130.3201,33.49,78,1,5.75,clear sky
393,Novikovo,RU,2021-12-06 17:42:10,51.1537,37.8879,31.39,91,100,9.37,light snow
394,Nemuro,JP,2021-12-06 17:42:10,43.3236,145.575,42.31,82,26,12.03,scattered clouds
395,Aden,YE,2021-12-06 17:42:10,12.7794,45.0367,79.41,68,5,11.7,clear sky
396,Si Chiang Mai,TH,2021-12-06 17:42:11,17.9564,102.5867,59.9,62,11,3.53,few clouds
397,Aksu,CN,2021-12-06 17:34:34,41.1231,80.2644,30.45,45,97,2.59,overcast clouds
398,Hambantota,LK,2021-12-06 17:36:06,6.1241,81.1185,77.9,84,34,6.26,scattered clouds
399,Cam Ranh,VN,2021-12-06 17:42:11,11.9214,109.1591,75.16,64,20,13.8,few clouds
400,Conselheiro Pena,BR,2021-12-06 17:42:12,-19.1722,-41.4722,75.43,89,98,2.93,moderate rain
401,Marystown,CA,2021-12-06 17:42:12,47.1666,-55.1483,37.85,100,96,11.21,overcast clouds
402,Monrovia,LR,2021-12-06 17:37:37,6.3005,-10.7969,85.77,75,74,9.17,broken clouds
403,Bafq,IR,2021-12-06 17:42:13,31.6128,55.4107,55.08,30,4,12.66,clear sky
404,Vardo,NO,2021-12-06 17:42:13,70.3705,31.1107,17.35,79,75,24.16,broken clouds
405,Paamiut,GL,2021-12-06 17:42:13,61.994,-49.6678,24.13,66,100,23.87,light snow
406,San Ramon,US,2021-12-06 17:42:14,37.7799,-121.978,54.43,94,90,3.44,fog
407,Kavaratti,IN,2021-12-06 17:42:14,10.5669,72.642,80.55,68,18,12.21,few clouds
408,Quang Ngai,VN,2021-12-06 17:42:14,15.1167,108.8,66.29,80,100,7.23,overcast clouds
409,Kembe,CF,2021-12-06 17:42:15,4.6228,21.8865,80.31,55,100,0.4,overcast clouds
410,Areia Branca,BR,2021-12-06 17:42:15,-4.9561,-37.1369,84.4,65,33,17.52,scattered clouds
411,Ternate,ID,2021-12-06 17:42:15,0.8,127.4,81.34,82,100,8.84,overcast clouds
412,Ayan,RU,2021-12-06 17:42:16,56.45,138.1667,11.23,57,100,16.75,overcast clouds
413,Verkhnyaya Toyma,RU,2021-12-06 17:42:16,62.2349,44.9985,-4.25,100,30,2.06,scattered clouds
414,Angoche,MZ,2021-12-06 17:42:16,-16.2325,39.9086,81.55,78,76,14.32,broken clouds
415,Boyuibe,BO,2021-12-06 17:42:17,-20.4167,-63.2833,78.71,76,100,3.6,overcast clouds
416,Bakchar,RU,2021-12-06 17:35:50,57.0186,82.0711,24.98,96,100,6.82,light snow
417,La Asuncion,VE,2021-12-06 17:34:46,11.0333,-63.8628,81.91,72,54,16.64,broken clouds
418,Miles City,US,2021-12-06 17:33:50,46.4083,-105.8406,20.52,78,1,8.05,clear sky
419,Bima,ID,2021-12-06 17:42:17,-8.4667,118.7167,75.56,96,100,4.36,heavy intensity rain
420,Markivka,UA,2021-12-06 17:42:17,49.5229,39.5705,31.37,96,99,7.7,overcast clouds
421,Dingle,PH,2021-12-06 17:35:03,10.9995,122.6711,72.79,89,62,5.68,broken clouds
422,Aitape,PG,2021-12-06 17:42:18,-3.1374,142.3475,78.31,89,98,5.97,overcast clouds
423,Margate,GB,2021-12-06 17:33:42,51.3813,1.3862,43.03,88,100,3.0,overcast clouds
424,Kewanee,US,2021-12-06 17:42:18,41.2456,-89.9248,33.78,42,6,23.64,clear sky
425,Faranah,GN,2021-12-06 17:42:19,10.0404,-10.7434,81.27,29,7,2.28,clear sky
426,Sanming,CN,2021-12-06 17:42:19,26.2486,117.6186,50.2,81,3,2.08,clear sky
427,Talara,PE,2021-12-06 17:42:19,-4.5772,-81.2719,81.36,57,0,12.66,clear sky
428,Fairbanks,US,2021-12-06 17:30:02,64.8378,-147.7164,17.56,79,90,0.0,overcast clouds
429,Tres Arroyos,AR,2021-12-06 17:42:20,-38.3739,-60.2798,83.66,31,0,7.09,clear sky
430,Tari,NG,2021-12-06 17:42:20,12.4086,4.4914,83.28,18,42,9.95,scattered clouds
431,Banda Aceh,ID,2021-12-06 17:42:20,5.5577,95.3222,79.47,83,67,11.52,broken clouds
432,Storm Lake,US,2021-12-06 17:42:21,42.6411,-95.2097,17.82,49,1,18.41,clear sky
433,Batagay,RU,2021-12-06 17:34:29,67.6333,134.6333,-29.43,97,100,3.27,overcast clouds
434,Yumen,CN,2021-12-06 17:42:21,40.2833,97.2,24.51,49,97,5.86,overcast clouds
435,Buala,SB,2021-12-06 17:42:22,-8.145,159.5921,79.25,88,100,8.19,light rain
436,Kahului,US,2021-12-06 17:39:37,20.8947,-156.47,73.85,96,75,0.0,heavy intensity rain
437,Charters Towers,AU,2021-12-06 17:42:22,-20.1,146.2667,73.98,82,75,7.45,light rain
438,Sao Felix Do Xingu,BR,2021-12-06 17:42:00,-6.6447,-51.995,85.17,74,88,0.81,overcast clouds
439,Pacific Grove,US,2021-12-06 17:41:31,36.6177,-121.9166,62.96,90,20,5.01,few clouds
440,Kuybysheve,UA,2021-12-06 17:42:23,47.358,36.6491,39.99,96,100,12.59,overcast clouds
441,Kruisfontein,ZA,2021-12-06 17:34:32,-34.0033,24.7314,61.88,94,92,9.19,overcast clouds
442,Dembi Dolo,ET,2021-12-06 17:42:23,8.5333,34.8,68.23,50,34,3.96,scattered clouds
443,San Miguel,SV,2021-12-06 17:34:28,13.4833,-88.1833,96.28,45,0,2.3,clear sky
444,Najran,SA,2021-12-06 17:33:55,17.4924,44.1277,68.65,28,0,3.91,clear sky
445,Selkirk,CA,2021-12-06 17:42:24,50.1436,-96.8845,-2.58,100,18,10.0,few clouds
446,Tadine,NC,2021-12-06 17:42:24,-21.55,167.8833,76.73,83,33,4.21,scattered clouds
447,Borogontsy,RU,2021-12-06 17:42:25,62.6683,131.1683,-20.45,98,100,0.22,overcast clouds
448,Senanga,ZM,2021-12-06 17:42:25,-16.1167,23.2667,73.62,64,82,6.78,light rain
449,Wisconsin Rapids,US,2021-12-06 17:41:20,44.3836,-89.8174,22.39,71,90,25.32,light snow
450,Vilhena,BR,2021-12-06 17:35:19,-12.7406,-60.1458,84.42,65,40,9.22,scattered clouds
451,Qianan,CN,2021-12-06 17:42:26,44.9932,124.0581,15.75,82,5,9.01,clear sky
452,Poso,ID,2021-12-06 17:42:26,-1.3959,120.7524,77.76,81,100,2.28,overcast clouds
453,Kawalu,ID,2021-12-06 17:42:27,-7.3817,108.2082,71.92,95,100,2.15,overcast clouds
454,Altamont,US,2021-12-06 17:42:27,42.2068,-121.7372,39.78,65,75,1.01,broken clouds
455,Hirara,JP,2021-12-06 17:42:28,24.8,125.2833,72.84,62,41,22.41,scattered clouds
456,North Bend,US,2021-12-06 17:36:02,43.4065,-124.2243,46.31,97,90,8.05,overcast clouds
457,San Juan,AR,2021-12-06 17:42:28,-31.5375,-68.5364,89.26,28,2,4.5,clear sky
458,Zyryanka,RU,2021-12-06 17:42:28,65.75,150.85,-27.44,88,100,4.41,overcast clouds
459,Hobyo,SO,2021-12-06 17:42:29,5.3505,48.5268,79.05,73,3,15.82,clear sky
460,Strezhevoy,RU,2021-12-06 17:42:29,60.7333,77.5889,-18.42,95,100,3.06,overcast clouds
461,Pachino,IT,2021-12-06 17:42:30,36.7186,15.0907,48.24,66,75,20.94,broken clouds
462,Maldonado,UY,2021-12-06 17:42:30,-34.6667,-54.9167,74.59,58,73,12.37,broken clouds
463,Labuhan,ID,2021-12-06 17:35:26,-6.8844,112.2051,77.45,87,100,7.99,overcast clouds
464,Ust-Uda,RU,2021-12-06 17:42:30,54.1742,103.0304,8.17,96,84,2.01,broken clouds
465,Khandyga,RU,2021-12-06 17:42:31,62.6667,135.6,-18.24,99,100,2.15,overcast clouds
466,Daru,PG,2021-12-06 17:33:34,-9.0763,143.2092,79.39,83,95,6.22,overcast clouds
